station_id,balanced,final_bikes,latitude,longitude
500119075,0,10,25.01761,121.53995
500119076,0,0,25.01922,121.54195
500119077,0,48,25.0189,121.536
500119078,0,1,25.01704,121.53888
500119079,1,9,25.01698,121.53455
500119080,1,3,25.01539,121.53686
500119081,0,3,25.01337,121.53909
500119082,1,4,25.01703,121.53781
500119083,0,0,25.0196,121.53846
500119084,0,4,25.01854,121.54309
500119085,0,0,25.01857,121.54247
500119086,1,28,25.01804,121.53928
500119087,0,25,25.0169,121.54031
500119088,0,8,25.01995,121.54347
500119089,0,0,25.01791,121.54242
500119090,0,10,25.02112,121.53591
500119091,0,4,25.01816,121.54469
500119092,0,2,25.01436,121.53828
500119093,1,20,25.01467,121.53765
500119094,1,20,25.01479,121.53494
500119095,1,11,25.01944,121.54339
500119096,0,0,25.01547,121.52892
500119097,1,33,25.0182,121.53476
